Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,result
0.7321428571428571,0.6476190476190476,0.5452380952380953,0.5523809523809524,0.4904761904761905,0.6035714285714286,0.6678571428571428,0.5452380952380953,0.6678571428571428,0.5654761904761905,0.6017857142857144
0.5969202898550724,0.5572463768115943,0.5,0.4610507246376812,0.625,0.5211956521739131,0.5291666666666668,0.5485507246376812,0.4782608695652174,0.4780797101449275,0.5295471014492754
0.6038074712643678,0.6789990421455938,0.6237428160919539,0.7144995210727969,0.6237428160919539,0.6038074712643678,0.6237428160919539,0.7033045977011494,0.5514248084291188,0.6873802681992337,0.641445162835249
0.6095769682726204,0.6223140842706061,0.6621411784455262,0.6503483296961559,0.6091363102232669,0.5407503777068995,0.5350428067819373,0.5303214705388619,0.6387653181131442,0.5178781265737787,0.5916274970622797
0.6707295503256551,0.6317133820255114,0.5810964063507918,0.6792922987285931,0.5,0.5705516365982063,0.658717772644984,0.5,0.5,0.6628222735501592,0.5954923320223899
0.6282444549315715,0.5384615384615384,0.5246578574799433,0.4736904200094384,0.4984662576687117,0.5554506842850401,0.6282444549315715,0.495398773006135,0.6282444549315715,0.6357951864086833,0.5606654082114205
0.5010393046107331,0.5010393046107331,0.5010393046107331,0.5201719576719577,0.5,0.5079837490551776,0.4928665910808768,0.5253212396069539,0.5201719576719577,0.5010393046107331,0.5070672713529856
0.5090072570317318,0.5711900583408434,0.5131148318550491,0.5069344969880948,0.5960299767585258,0.6049233979983873,0.5,0.5131148318550491,0.5235260636531802,0.50483327799649,0.5342674192477352
0.5693816917221173,0.5071195815876667,0.575648977244722,0.5447712149839808,0.5773296092445028,0.5008146444316658,0.5120964429475068,0.5105903776116543,0.5557107259234918,0.4923635641720748,0.5345826829869382
0.5396825396825397,0.6175595238095237,0.6711309523809524,0.572420634920635,0.601190476190476,0.5426587301587302,0.5,0.6274801587301588,0.5,0.4776785714285714,0.5649801587301587
0.5179166666666667,0.7015277777777778,0.6173611111111111,0.6452777777777778,0.5245833333333333,0.5991666666666666,0.57625,0.502361111111111,0.5290277777777778,0.5245833333333333,0.5738055555555556
0.6461538461538462,0.7868589743589743,0.4983974358974359,0.6461538461538462,0.4756410256410257,0.5528846153846154,0.4983974358974359,0.6349358974358974,0.5,0.5483974358974361,0.5787820512820513
0.5336385836385836,0.5025030525030525,0.5057387057387057,0.6727106227106228,0.6901098901098901,0.5336385836385836,0.525030525030525,0.5614163614163614,0.525030525030525,0.6949938949938951,0.5744810744810744
0.6475324675324674,0.6329004329004329,0.625021645021645,0.6020779220779221,0.5570562770562769,0.5628571428571428,0.5005194805194806,0.5945454545454545,0.6187012987012988,0.5628571428571428,0.5904069264069264
0.6094148965067637,0.4807138588580431,0.6865322974955179,0.6369316021078937,0.548486988645624,0.5526701798228935,0.48068669527897,0.4807138588580431,0.6369316021078937,0.6642038354973651,0.5777285815179007
0.6250326541274818,0.6413597178683386,0.5883947230929989,0.5967868338557994,0.7684169278996865,0.5234130094043887,0.7082353709508882,0.5031347962382445,0.6774425287356322,0.5031347962382445,0.6135351358411704
0.6114156114156114,0.597051597051597,0.4757134757134757,0.6672651672651673,0.5142695142695142,0.6114156114156114,0.6329616329616329,0.3985068985068985,0.5,0.597051597051597,0.5605651105651106
0.5292661619103086,0.5147058823529411,0.5,0.5484857309260338,0.5147058823529411,0.5113570180547466,0.5292661619103086,0.5,0.5,0.5113570180547466,0.5159143855562026
0.5,0.5525525525525525,0.5,0.5525525525525525,0.5527402402402403,0.634009009009009,0.6993243243243243,0.5,0.5536786786786786,0.5,0.5544857357357358
0.5026455026455027,0.451058201058201,0.5105820105820106,0.4123677248677249,0.5132275132275133,0.4670965608465608,0.41600529100529104,0.4952050264550265,0.5,0.4298941798941799,0.46980820105820104
0.551510989010989,0.5274725274725275,0.5336538461538461,0.6490384615384616,0.7190934065934066,0.5776098901098902,0.5934065934065934,0.5508241758241759,0.6092032967032968,0.5776098901098902,0.5889423076923077
0.6022788565264294,0.5564657497303129,0.6050768608414241,0.5633090614886731,0.5,0.5487122437971953,0.5,0.5194848975188782,0.4909654800431499,0.500707928802589,0.5387001078748652
0.5617201826615369,0.5135917442738486,0.5024630541871922,0.5345726511092733,0.4808528999316817,0.5024630541871922,0.588616015245766,0.6465607133867893,0.5141310992053504,0.4562223580597605,0.5301193772248392
0.6394060283687943,0.5595079787234043,0.5372340425531914,0.5304742907801419,0.5125221631205673,0.5179521276595745,0.5179521276595745,0.5,0.5631648936170213,0.5694813829787234,0.5447695035460993
0.6248902331934822,0.5,0.5621524051126939,0.5405405405405406,0.5706410381500634,0.5239535564445311,0.5639574592643184,0.5706410381500634,0.493560347350961,0.5522489999024295,0.5502585618109084
0.5329497292206263,0.5120967741935484,0.5125824111137274,0.6051624676242053,0.5095950082411114,0.6090917117965623,0.5189104073463622,0.5095950082411114,0.6782581822462914,0.5125824111137274,0.5500824111137274
0.5173736212727392,0.5231316725978647,0.5236179571627506,0.5258172896266661,0.5859286929997126,0.5543201962821336,0.518246723105148,0.5022324882297031,0.5071174377224199,0.7105833204394244,0.5468369399438562
0.474894357444693,0.4932885906040269,0.474894357444693,0.5108128262490679,0.5771812080536913,0.5,0.5,0.5068356947551578,0.4899328859060403,0.6853094705443699,0.521314939100174
0.6214539007092198,0.5277039007092198,0.5212765957446808,0.6861702127659575,0.7063386524822695,0.4929078014184397,0.5,0.4964539007092199,0.6662234042553192,0.6048315602836879,0.5823359929078014
0.5506172839506173,0.5496913580246914,0.5506172839506173,0.5391975308641975,0.4969135802469136,0.6617283950617283,0.612037037037037,0.7015432098765433,0.653395061728395,0.6456790123456789,0.5961419753086419
0.4939808481532148,0.6246238030095761,0.5987004103967168,0.5720930232558139,0.6015047879616964,0.5577975376196991,0.5,0.6506155950752395,0.6393296853625171,0.6474692202462379,0.5886114911080712
0.5,0.4935064935064935,0.73303457106274,0.7252606548381196,0.73303457106274,0.7059630510334736,0.73303457106274,0.5,0.5858789098225717,0.5827693433327237,0.6292482165721602
0.4761904761904762,0.4863945578231293,0.4795918367346939,0.4727891156462585,0.4829931972789116,0.4251700680272109,0.5068027210884353,0.4251700680272109,0.5,0.5544217687074829,0.4809523809523809
0.5256410256410257,0.5256410256410257,0.5190185090847343,0.6300305654610291,0.5572677874002377,0.5415605365936491,0.5190185090847343,0.5413482764476143,0.5264900662251656,0.5256410256410257,0.5411657327220242
0.514570665875723,0.6444164318552573,0.642013940382619,0.6444164318552573,0.5771615008156606,0.5862524099065698,0.5614266646893074,0.5740916506006228,0.5614266646893074,0.6286890108260419,0.5934465371496367
0.5333805406479825,0.5479123186245279,0.5253211339693897,0.5486639087656529,0.5525802524349035,0.5525802524349035,0.5368900318028225,0.5368900318028225,0.4982266199562712,0.5314270274299344,0.5363872117869211
0.5634066340201423,0.6100511256891188,0.5417013151005574,0.5501555329699097,0.5500246388863224,0.5402152822692414,0.3748960546983277,0.5500246388863224,0.5912177769564815,0.5189642428162248,0.5390657242292649
0.5072383073496659,0.7485320915165012,0.5100222717149221,0.5100222717149221,0.7485320915165012,0.594097995545657,0.7048997772828508,0.3973476412229197,0.5757238307349666,0.5606904231625836,0.585710670176149
0.5465475781518377,0.5230161456544142,0.5287033856254054,0.5,0.4264475743348983,0.4619451124088705,0.4906484980342761,0.5086644528417116,0.5800984770411084,0.5,0.5066071224092522
0.5806159420289856,0.5776154891304347,0.5317595108695652,0.546988224637681,0.546988224637681,0.560745018115942,0.595221920289855,0.7045403079710145,0.5925045289855072,0.6296422101449276,0.5866621376811594
0.6330337793807872,0.4618106596753906,0.5172837073969115,0.5263460984739419,0.5228832951945079,0.5675057208237986,0.5205949656750573,0.5391440738327247,0.5531165229514904,0.5658690348098868,0.5407587858214497
